rp_id,label,floor,wing,orientation,survey_date,n_readings,n_anchors_seen,vector
87,"Près de chambre 313, chambre 312, chambre 311 et chambre 311",E3,A,SUD,2026-04-16,135365,22,"[-100.0, -93.77777862548828, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.95359802246094, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.33333587646484, -100.0, -100.0, -100.0, -76.2010498046875, -100.0, -100.0, -100.0, -92.59424591064453, -100.0, -90.76639556884766, -100.0, -56.16259765625, -100.0, -100.0, -100.0, -84.57120513916016, -89.78865814208984, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.3500747680664, -100.0, -100.0, -93.01740264892578, -100.0, -100.0, -100.0, -100.0, -100.0, -81.29710388183594, -100.0, -100.0, -100.0, -100.0, -100.0, -94.90779876708984, -100.0, -100.0, -96.0, -100.0, -100.0, -71.67084503173828, -100.0, -100.0, -100.0, -100.0, -100.0, -83.7760009765625, -100.0, -100.0, -100.0, -100.0, -100.0, -97.5, -100.0, -86.52774047851562, -90.73768615722656, -100.0, -100.0, -84.77194213867188, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -73.25808715820312, -100.0, -100.0, -100.0, -100.0, -100.0, -83.9749984741211, -100.0, -100.0, -100.0, -100.0, -100.0]"
88,"Près de chambre soins infirmiers , acceuil , stock et vidoir",E3,A,SUD,2026-04-16,10656,19,"[-100.0, -85.38225555419922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.26136016845703, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.4000015258789, -100.0, -100.0, -100.0, -88.27149200439453, -100.0, -100.0, -100.0, -79.80623626708984, -100.0, -80.57432556152344, -100.0, -60.27906799316406, -100.0, -100.0, -100.0, -87.70996856689453, -83.6875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -72.63312530517578, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.81575012207031, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -80.11572265625, -100.0, -100.0, -100.0, -100.0, -100.0, -70.62085723876953, -100.0, -100.0, -100.0, -100.0, -100.0, -90.72767639160156, -100.0, -85.21440124511719, -82.82319641113281, -100.0, -100.0, -90.34408569335938, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.9425277709961, -100.0, -100.0, -100.0, -100.0, -100.0, -66.55487823486328, -100.0, -100.0, -100.0, -100.0, -100.0]"
89,"Près de salle de rangement, escalier, chambre 314 et chambre 315",E3,A,SUD,2026-04-16,106652,23,"[-100.0, -85.80709075927734, -100.0, -100.0, -100.0, -100.0, -88.07389068603516, -89.32941436767578, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.44480895996094, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.7518081665039, -100.0, -100.0, -100.0, -89.5675277709961, -100.0, -100.0, -100.0, -86.03120422363281, -100.0, -75.85637664794922, -100.0, -64.1293716430664, -100.0, -100.0, -100.0, -85.29476928710938, -75.9962387084961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -61.24981689453125, -100.0, -100.0, -94.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.93849182128906, -100.0, -100.0, -100.0, -100.0, -100.0, -98.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.64530944824219, -100.0, -100.0, -100.0, -100.0, -100.0, -75.76486206054688, -100.0, -100.0, -100.0, -100.0, -100.0, -87.47520446777344, -100.0, -74.15299224853516, -83.45137023925781, -100.0, -100.0, -88.50121307373047, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -77.73259735107422, -100.0, -100.0, -100.0, -100.0, -100.0, -76.97257995605469, -100.0, -100.0, -100.0, -100.0, -100.0]"
90,"Près de salle de rangement, escalier, chambre 314 et chambre 316",E3,A,SUD,2026-04-17,142998,23,"[-100.0, -85.55198669433594, -100.0, -100.0, -100.0, -100.0, -90.93097686767578, -91.8034896850586, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.32156372070312, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.20242309570312, -100.0, -100.0, -100.0, -88.32102966308594, -100.0, -100.0, -100.0, -86.69835662841797, -100.0, -77.04676818847656, -100.0, -63.76406478881836, -100.0, -100.0, -100.0, -85.70403289794922, -77.00206756591797, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -63.16636276245117, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.31562042236328, -100.0, -100.0, -100.0, -100.0, -100.0, -95.36842346191406, -100.0, -100.0, -100.0, -100.0, -100.0, -84.09813690185547, -100.0, -100.0, -100.0, -100.0, -100.0, -71.74761962890625, -100.0, -96.66666412353516, -100.0, -100.0, -100.0, -87.16023254394531, -100.0, -76.71992492675781, -83.20360565185547, -100.0, -100.0, -88.20838928222656, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -78.53463745117188, -100.0, -100.0, -100.0, -100.0, -100.0, -74.50411987304688, -100.0, -100.0, -100.0, -100.0, -100.0]"
91,"Près de la chambre 318 , chambre 317 , chambre 316 et chambre 319",E3,A,SUD,2026-04-17,10757,20,"[-100.0, -87.90908813476562, -100.0, -100.0, -100.0, -100.0, -80.33165740966797, -81.91203308105469, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.57780456542969, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.19999694824219, -100.0, -73.21533203125, -100.0, -74.30862426757812, -100.0, -100.0, -100.0, -89.44397735595703, -61.16928482055664, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -76.40613555908203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.2727279663086, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.20936584472656, -100.0, -100.0, -100.0, -100.0, -100.0, -86.28771209716797, -100.0, -89.08885192871094, -100.0, -100.0, -100.0, -82.78244018554688, -100.0, -71.95011901855469, -90.96240234375, -100.0, -100.0, -89.5533218383789, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.34066009521484, -100.0, -100.0, -100.0, -100.0, -100.0, -89.3685531616211, -100.0, -100.0, -100.0, -100.0, -100.0]"
92,"Près de chambre 320,321 (UMC1,UMC2), chambre 323 (UMC3) et escalier de secours ",E3,A,SUD,2026-04-17,6251,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -81.81742858886719, -79.63409423828125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -79.8329849243164, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.39618682861328, -100.0, -77.10493469238281, -100.0, -100.0, -100.0, -87.34037780761719, -66.47950744628906, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -80.4128646850586, -100.0, -100.0, -97.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.467529296875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.33333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -91.94514465332031, -100.0, -85.61692810058594, -100.0, -100.0, -100.0, -88.15479278564453, -100.0, -61.181068420410156, -93.625, -100.0, -100.0, -93.31481170654297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.88235473632812, -100.0, -100.0, -100.0, -100.0, -100.0, -92.24444580078125, -100.0, -100.0, -100.0, -100.0, -100.0]"
93,"Près de soins infirmiers, UMC 4 - UMC 5 et UMC 6",E3,A,SUD,2026-04-17,6401,15,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.68218994140625, -91.89534759521484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -73.7535629272461, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.97879028320312, -100.0, -86.93855285644531, -100.0, -100.0, -100.0, -95.24456787109375, -78.3072509765625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.40908813476562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.19999694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -95.17163848876953, -100.0, -86.95365905761719, -100.0, -100.0, -100.0, -96.38835144042969, -100.0, -54.904422760009766, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0466079711914, -100.0, -100.0, -100.0, -100.0, -100.0, -95.93902587890625, -100.0, -100.0, -100.0, -100.0, -100.0]"
94,"Près de l'office , salle de pause local et VDI",E3,A,SUD,2026-04-17,67420,22,"[-100.0, -84.98497772216797, -100.0, -100.0, -100.0, -100.0, -85.69999694824219, -87.77777862548828, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.61622619628906, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -78.33333587646484, -100.0, -100.0, -100.0, -88.77857971191406, -100.0, -100.0, -100.0, -77.51961517333984, -100.0, -93.88382720947266, -100.0, -80.28707122802734, -100.0, -100.0, -100.0, -88.66666412353516, -94.01627349853516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.93756866455078, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.66885375976562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.6817855834961, -100.0, -100.0, -100.0, -100.0, -100.0, -72.87686157226562, -100.0, -85.30000305175781, -100.0, -100.0, -100.0, -94.59091186523438, -100.0, -94.86518096923828, -89.45436096191406, -100.0, -100.0, -98.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.62323760986328, -100.0, -100.0, -100.0, -100.0, -100.0, -56.74076843261719, -100.0, -100.0, -100.0, -100.0, -100.0]"
95,"Près de l'office , salle de pause local et VDI",E3,A,SUD,2026-04-18,203090,17,"[-100.0, -85.7231674194336, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.23368072509766, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.08317565917969, -100.0, -100.0, -100.0, -78.83001708984375, -100.0, -93.74142456054688, -100.0, -80.51937866210938, -100.0, -100.0, -100.0, -96.86742401123047, -94.103759765625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.08975219726562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.3846664428711, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.00460815429688, -100.0, -100.0, -100.0, -100.0, -100.0, -73.26090240478516, -100.0, -100.0, -100.0, -100.0, -100.0, -97.77999877929688, -100.0, -96.36565399169922, -89.94762420654297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.84414672851562, -100.0, -100.0, -100.0, -100.0, -100.0, -56.183048248291016, -100.0, -100.0, -100.0, -100.0, -100.0]"
96,"Près de l'office , salle de pause local et VDI",E3,A,SUD,2026-04-19,206107,19,"[-100.0, -86.51140594482422, -100.0, -100.0, -100.0, -100.0, -99.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.6180191040039, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.61824035644531, -100.0, -100.0, -100.0, -80.03355407714844, -100.0, -93.41744232177734, -100.0, -80.71043395996094, -100.0, -100.0, -100.0, -97.69648742675781, -94.63893127441406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.48756408691406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.44517517089844, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.95653533935547, -100.0, -100.0, -100.0, -100.0, -100.0, -74.52328491210938, -100.0, -100.0, -100.0, -100.0, -100.0, -97.40908813476562, -100.0, -95.61528015136719, -90.14509582519531, -100.0, -100.0, -97.51724243164062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.60087585449219, -100.0, -100.0, -100.0, -100.0, -100.0, -55.94338607788086, -100.0, -100.0, -100.0, -100.0, -100.0]"
97,"Près de l'office , salle de pause local et VDI",E3,A,SUD,2026-04-20,92193,19,"[-100.0, -85.36455535888672, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.5285415649414, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.9147720336914, -100.0, -100.0, -100.0, -81.59158325195312, -100.0, -91.94001770019531, -100.0, -80.25700378417969, -100.0, -100.0, -100.0, -97.30120849609375, -94.34508514404297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.76988983154297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.4601058959961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.07173919677734, -100.0, -100.0, -100.0, -100.0, -100.0, -74.15434265136719, -100.0, -100.0, -100.0, -100.0, -100.0, -98.45454406738281, -100.0, -96.22615814208984, -90.32069396972656, -100.0, -100.0, -97.85713958740234, -100.0, -100.0, -98.0, -100.0, -100.0, -100.0, -100.0, -96.66831970214844, -100.0, -100.0, -100.0, -100.0, -100.0, -55.29720687866211, -100.0, -100.0, -100.0, -100.0, -100.0]"
98,"Près de chambre 352, chambre 326P-326F et chambre 327P-327F",E3,B,NORD,2026-04-20,11211,38,"[-100.0, -88.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -74.8311996459961, -100.0, -100.0, -95.19999694824219, -88.56771850585938, -100.0, -100.0, -100.0, -95.25, -100.0, -98.0, -100.0, -73.14452362060547, -100.0, -80.0, -86.21260070800781, -96.0, -100.0, -90.0, -100.0, -100.0, -89.45039367675781, -89.80831909179688, -96.5, -100.0, -100.0, -100.0, -100.0, -100.0, -79.64720153808594, -100.0, -80.33333587646484, -95.66666412353516, -100.0, -95.2249984741211, -100.0, -100.0, -100.0, -100.0, -100.0, -97.66666412353516, -86.03768920898438, -100.0, -100.0, -100.0, -92.68067169189453, -96.78571319580078, -100.0, -91.43142700195312, -72.09639739990234, -100.0, -100.0, -95.5, -100.0, -100.0, -100.0, -100.0, -94.91304016113281, -71.0, -100.0, -100.0, -93.50943756103516, -88.23613739013672, -90.0478515625, -100.0, -100.0, -97.0, -89.33333587646484, -100.0, -100.0, -100.0, -100.0, -63.31162643432617, -100.0, -100.0, -76.30210876464844, -100.0, -100.0, -92.28229522705078, -100.0, -100.0, -92.26573181152344, -100.0, -100.0, -58.66666793823242, -100.0, -100.0, -100.0, -100.0, -95.11111450195312]"
99,"Près de chambre 328P-328F, local propre, chambre 329P-329F et chambre 351",E3,B,NORD,2026-04-20,12931,26,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.25, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -76.8656005859375, -100.0, -100.0, -100.0, -80.94136810302734, -100.0, -100.0, -100.0, -94.0, -100.0, -100.0, -100.0, -64.88554382324219, -100.0, -100.0, -77.2783432006836, -100.0, -100.0, -92.0, -100.0, -100.0, -88.06233215332031, -84.06997680664062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.68089294433594, -100.0, -100.0, -96.15384674072266, -95.83333587646484, -93.2471923828125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -79.31066131591797, -94.5999984741211, -100.0, -100.0, -93.46666717529297, -100.0, -100.0, -83.89892578125, -81.38640594482422, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.55384826660156, -100.0, -100.0, -100.0, -99.0, -92.64102935791016, -94.30508422851562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -70.3383560180664, -100.0, -100.0, -84.14093017578125, -100.0, -100.0, -91.22285461425781, -100.0, -100.0, -91.2862777709961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
100,"Près de chambre 330P-330F, local sale, STOCK et chambre 350",E3,B,NORD,2026-04-20,6766,22,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.29207611083984, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.96707916259766, -100.0, -100.0, -100.0, -79.64546966552734, -100.0, -100.0, -100.0, -93.86746978759766, -100.0, -100.0, -100.0, -60.65583038330078, -100.0, -100.0, -73.93282318115234, -100.0, -100.0, -100.0, -100.0, -100.0, -94.55844116210938, -93.43558502197266, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.3995590209961, -100.0, -100.0, -90.9280014038086, -95.5862045288086, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -77.1653823852539, -90.08333587646484, -99.0, -100.0, -100.0, -100.0, -100.0, -75.26053619384766, -84.27079010009766, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.26456451416016, -100.0, -100.0, -100.0, -100.0, -95.625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -73.30000305175781, -100.0, -100.0, -88.07857513427734, -100.0, -100.0, -92.8786392211914, -100.0, -100.0, -95.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
101,Près de la chambre 349 et chambre 332,E3,B,NORD,2026-04-20,33972,23,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.60344696044922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.04263305664062, -100.0, -100.0, -100.0, -90.47693634033203, -100.0, -100.0, -100.0, -88.8704605102539, -100.0, -100.0, -100.0, -68.53168487548828, -100.0, -100.0, -68.1639633178711, -100.0, -100.0, -100.0, -100.0, -96.42230987548828, -97.0, -94.45577239990234, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.59896087646484, -96.67826080322266, -100.0, -90.2625503540039, -93.25131225585938, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.4522476196289, -87.24652862548828, -96.0, -100.0, -100.0, -100.0, -100.0, -82.38319396972656, -90.96611022949219, -97.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -78.9122314453125, -100.0, -100.0, -100.0, -100.0, -98.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.72068786621094, -100.0, -100.0, -93.38146209716797, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
102,"près de l'escalier 2 , chambre 348 et chambre 347",E3,B,NORD,2026-04-20,61223,20,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.88888549804688, -100.0, -100.0, -100.0, -96.2298812866211, -100.0, -100.0, -100.0, -79.09447479248047, -100.0, -100.0, -100.0, -89.4753646850586, -100.0, -100.0, -59.46992492675781, -100.0, -100.0, -100.0, -100.0, -92.83362579345703, -100.0, -94.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.0, -94.75125885009766, -100.0, -76.91747283935547, -88.77723693847656, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.58309173583984, -92.7380142211914, -100.0, -100.0, -100.0, -100.0, -100.0, -95.55567169189453, -96.54066467285156, -98.16000366210938, -100.0, -100.0, -100.0, -96.27294921875, -100.0, -100.0, -78.4659652709961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.51051330566406, -100.0, -100.0, -94.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
103,"près de l'escalier 2 , chambre 348 et chambre 348",E3,B,NORD,2026-04-21,63013,17,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.96078491210938, -100.0, -100.0, -100.0, -78.46672058105469, -100.0, -100.0, -100.0, -90.04904174804688, -100.0, -100.0, -59.426788330078125, -100.0, -100.0, -100.0, -100.0, -91.06320190429688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.55706787109375, -100.0, -77.00735473632812, -88.86019134521484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.67241668701172, -92.66588592529297, -100.0, -100.0, -100.0, -100.0, -100.0, -94.98182678222656, -96.3323745727539, -97.86956787109375, -100.0, -100.0, -100.0, -95.9715805053711, -100.0, -100.0, -78.0168228149414, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.59552764892578, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
104,"Près de chambre 346, chambre 345 et soins infirmiers",E3,B,NORD,2026-04-21,17949,18,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.09737396240234, -100.0, -100.0, -100.0, -97.84210205078125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -73.07798767089844, -100.0, -100.0, -100.0, -89.8497543334961, -100.0, -100.0, -68.58878326416016, -100.0, -100.0, -100.0, -100.0, -84.0457992553711, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.02163696289062, -100.0, -87.63516235351562, -75.59284973144531, -100.0, -100.0, -100.0, -100.0, -95.83721160888672, -97.19047546386719, -100.0, -96.40625, -84.18419647216797, -100.0, -100.0, -100.0, -100.0, -100.0, -94.9554214477539, -96.5, -100.0, -100.0, -100.0, -100.0, -92.72589874267578, -100.0, -100.0, -79.77971649169922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.93939208984375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
105,"Près de chambre 333, chambre 334, chambre 343 et chambre 344",E3,B,NORD,2026-04-21,10396,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.83950805664062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -59.57374572753906, -100.0, -100.0, -100.0, -96.80487823486328, -100.0, -100.0, -82.89069366455078, -100.0, -100.0, -100.0, -100.0, -80.2219467163086, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -81.68956756591797, -100.0, -95.67262268066406, -76.50817108154297, -100.0, -100.0, -100.0, -100.0, -92.31652069091797, -90.3434829711914, -100.0, -100.0, -95.30714416503906, -100.0, -100.0, -100.0, -100.0, -100.0, -97.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.6507339477539, -100.0, -100.0, -89.73462677001953, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
106,"Près de chambre 336, chambre 341 et chambre 335",E3,B,NORD,2026-04-21,5905,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.72413635253906, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -76.36927032470703, -100.0, -100.0, -100.0, -95.5, -100.0, -100.0, -88.73332977294922, -100.0, -100.0, -100.0, -100.0, -86.58399200439453, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.34417724609375, -100.0, -97.5, -67.30674743652344, -100.0, -100.0, -100.0, -100.0, -95.83470916748047, -91.53114318847656, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.67540740966797, -100.0, -100.0, -94.59310150146484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.57894897460938, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
